Plane_1_lat,Plane_1_long,Plane_2_lat,Plane_2_long,Plane_3_lat,Plane_3_long,Plane_4_lat,Plane_4_long,Plane_5_lat,Plane_5_long,Plane_6_lat,Plane_6_long,Plane_7_lat,Plane_7_long,Plane_8_lat,Plane_8_long,Plane_9_lat,Plane_9_long,Plane_10_lat,Plane_10_long,Plane_1_heading,Plane_2_heading,Plane_3_heading,Plane_4_heading,Plane_5_heading,Plane_6_heading,Plane_7_heading,Plane_8_heading,Plane_9_heading,Plane_10_heading
51.19900838800582,13.545862017292317,51.92971001538859,11.377874255479163,49.36844515677518,7.526688715243338,49.13743163292466,12.838628377326922,51.84818243009367,10.577255798274496,46.51483883200999,13.336857839414328,53.33045439867482,6.746073065299971,47.65657359699028,7.443034503344489,48.15328718876974,10.234236898952885,51.12613532068751,9.740148401667172,212.9938293512262,267.2672743390373,108.69900045805224,45.65725470438542,178.015256301529,337.1811035823133,166.2598958396917,280.7316091018347,294.4393255211835,164.80384936781854
51.19725163495446,13.54404816059077,51.92965911620914,11.376036305370482,49.36808220648186,7.528321848901026,49.13907622835877,12.841210406549012,51.84509997626354,10.577434114053418,46.51726494602395,13.33538030330606,53.32855927964723,6.746852861194846,47.65679490743954,7.441324546266061,48.1540591687826,10.23170644920429,51.12405766159927,9.741043286034545,212.90349198855208,267.4292345550489,108.84327783989278,45.766525709301334,177.95321766688005,337.26229861111676,166.1934797986985,280.8772656474356,294.5752316012861,164.87256721914582
51.19549171880323,13.542237372762818,51.92961142493367,11.374198269225376,49.36771640638685,7.529954346603867,49.14071631479918,12.843795302197512,51.84201783834784,10.577617809454855,46.51969363512842,13.333907003813817,53.32666552450596,6.747635963507018,47.65701920198833,7.43961497805145,48.1548355640854,10.229177350668406,51.12197844380841,9.741934542841587,212.81329433831368,267.59121968867464,108.98741631063638,45.875967716648006,177.89116287583067,337.3434132434609,166.12700162736382,281.02284757369085,294.7109934156249,164.94123111266663
51.19372864491315,13.540429659324433,51.929566941707456,11.372360152642823,49.36734775760444,7.531586203378992,49.142351887249895,12.84638305639838,51.8389360257353,10.57780688391924,46.52212489192517,13.332437945425522,53.32477313901973,6.748422369851024,47.657246479953386,7.437905803908299,48.15561637231309,10.226649611049304,51.1198976736486,9.74282216937338,212.72323594828364,267.7532281775513,109.13141510731936,45.98558100986486,177.82909169706056,337.4244477362237,166.06046103320466,281.16835396815435,294.84661051745235,165.00984135437113
51.19196241865484,13.538625025782224,51.92952566666601,11.370521961222046,49.366976261257584,7.533217414255479,49.14398294072868,12.848973661268866,51.83585454781365,10.57800133687062,46.5245587090082,13.33097313261618,53.32288212895306,6.749212077831333,47.6574767406424,7.436197029043048,48.1564015910872,10.224123238046916,51.11781535745821,9.74370616292606,212.63331636501815,267.91525845787737,109.27527347350679,46.09536586995614,177.76700389902294,337.5054023472519,165.99385772357778,281.3137839245982,294.982082466042,165.07839825024757
51.190193045408535,13.53682347763342,51.92948759993505,11.368683700562492,49.36660191847795,7.5348479742643795,49.14560947026706,12.85156710891754,51.83277341396961,10.578201167716657,46.52699507896365,13.329512569847871,53.32099250006631,6.750005085042359,47.65770998335394,7.43448865866092,48.15719121801582,10.221598239357013,51.11573150158036,9.744586520806823,212.54353513653035,268.0773089640245,109.41899065778011,46.205322575098194,177.70489925032814,337.5862773335542,165.92719140492636,281.4591365365273,295.11740882510014,165.14690210522258
51.188420530564045,13.535025020365843,51.92945274163055,11.366845376263823,49.36622473040583,7.536477878438723,49.14723147091036,12.854163391444308,51.829692633588856,10.57840637584863,46.52943399436992,13.328056261569715,53.3191042581156,6.750801389068463,47.65794620737753,7.43278069796591,48.157985250693606,10.21907462267118,51.11364611236281,9.745463240333956,212.45389181129212,268.2393781283212,109.56256592043371,46.31545140175393,177.6427775194187,337.6670729519193,165.8604617835383,281.60441090613097,295.2525891643984,165.21535322381135
51.18664487952077,13.533229659457913,51.92942109185868,11.365006993925894,49.3658446981902,7.538107121813541,49.14884893771766,12.856762500940444,51.82661221605596,10.57861696064144,46.53187544779767,13.326604212217887,53.317217408852855,6.751600987483965,47.65818541199357,7.431073152160761,48.1587836867018,10.216552395676787,51.11155919615803,9.746336318836809,212.36438593720115,268.40146438245097,109.70599852472037,46.42575262451078,177.58063847486414,337.747789459936,165.79366856470733,281.74960613484154,295.38762305966486,165.28375191006364
51.184866097687646,13.531437400378602,51.92939265071586,11.363168559148734,49.36546182298873,7.539735699425872,49.15046186576189,12.859364429488611,51.823532170754426,10.578832921453612,46.53431943180979,13.325156426215578,53.31533195802574,6.7524038778531486,47.658427596473416,7.429366026446954,48.15958652360822,10.21403156605698,51.10947075932312,9.74720575365584,212.27501706328223,268.5635661577245,109.8492877408284,46.53622651438849,177.51848188508075,337.8284271137163,165.7268114535217,281.8947213324153,295.52251009033614,165.35209846701355
51.18308419048316,13.52964824858745,51.92936741828873,11.36133007753254,49.3650761059677,7.54136360631479,49.1520702501298,12.861969169162885,51.8204525070666,10.57905425762729,46.53676593896149,13.323712907972991,53.31344791137767,6.753210057730272,47.65867276007933,7.42765932602469,48.160393758967295,10.21151214149064,51.10738080821984,9.7480715421426,212.18578473856658,268.72568188212483,109.99243284973181,46.64687334084243,177.45630751852377,337.9089861700242,165.6598901541688,282.0397556090127,295.6572498440084,165.42039319739365
51.18129916333529,13.52786220953452,51.929345394654135,11.35949155467764,49.364687548302086,7.542990837521406,49.15367408592195,12.864576712028777,51.81737323437367,10.579280968488243,46.53921496180028,13.32227366188734,53.31156527464777,6.754019524659572,47.65892090206449,7.425953056092875,48.16120539032004,10.208994129652377,51.10528934921453,9.74893368165974,212.09668851235213,268.8878099842832,110.13543313471678,46.75769337161239,177.3941151436377,337.9894668855684,165.59290437077527,282.184708080475,295.79184191039866,165.48863640349123
51.17951102168155,13.526079288660398,51.92932657987918,11.357652996184497,49.3642961511755,7.544617388088892,49.15527336825279,12.86718705014325,51.814294362055634,10.579513053345876,46.54166649286602,13.320838692342816,53.30968405357088,6.754832276175272,47.65917202167302,7.424247221849102,48.16202141519409,10.20647753821248,51.10319638867814,9.749792169581044,212.0077279346762,269.04994889180824,110.27828788994037,46.868686869819385,177.33190452876352,338.06986951628994,165.5258538062617,282.3295778677678,295.9262858872992,165.5568283865158
